current_path,proposed_release_path,workflow,status,tracked_in_initial_repository,file_size_bytes,generating_script,manuscript_use,zenodo_recommendation,recommendation_reason,dependencies,hard_coded_path_risk
tests/__pycache__/test_bayes_ml_postprocessing_v2p1.cpython-312.pyc,tests/__pycache__/test_bayes_ml_postprocessing_v2p1.cpython-312.pyc,comparison,local-only,False,15369,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Python cache/bytecode is local and reproducible.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
tests/test_bayes_ml_postprocessing_v2p1.py,tests/test_bayes_ml_postprocessing_v2p1.py,comparison,final,False,7398,See workflow documentation,comparison methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
code/Old Bayes/1p6 v 1p7 means.png,code/legacy/1p6 v 1p7 means.png,legacy,superseded,True,34858,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/1p6 v 1p7 median.png,code/legacy/1p6 v 1p7 median.png,legacy,superseded,True,35909,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/1p6 v 1p7 rel diff 95ci.png,code/legacy/1p6 v 1p7 rel diff 95ci.png,legacy,superseded,True,36351,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/1p6 v 1p7 relative dif.png,code/legacy/1p6 v 1p7 relative dif.png,legacy,superseded,True,37824,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_1p5.stan,code/legacy/m_stir_mogp_1p5.stan,legacy,superseded,True,6238,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p6.exe,code/legacy/m_stir_mogp_v1p6.exe,legacy,superseded,True,7358332,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p6.stan,code/legacy/m_stir_mogp_v1p6.stan,legacy,superseded,True,6775,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p7.exe,code/legacy/m_stir_mogp_v1p7.exe,legacy,superseded,True,7542733,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p7.stan,code/legacy/m_stir_mogp_v1p7.stan,legacy,superseded,True,11588,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p7_nc_latents.stan,code/legacy/m_stir_mogp_v1p7_nc_latents.stan,legacy,superseded,True,13119,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p7p1.exe,code/legacy/m_stir_mogp_v1p7p1.exe,legacy,superseded,True,7597635,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p7p1.stan,code/legacy/m_stir_mogp_v1p7p1.stan,legacy,superseded,True,13436,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p7p2.exe,code/legacy/m_stir_mogp_v1p7p2.exe,legacy,superseded,True,7581697,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p7p2.stan,code/legacy/m_stir_mogp_v1p7p2.stan,legacy,superseded,True,13916,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p7p3.exe,code/legacy/m_stir_mogp_v1p7p3.exe,legacy,superseded,True,7626699,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p7p3.stan,code/legacy/m_stir_mogp_v1p7p3.stan,legacy,superseded,True,14335,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p7p4.exe,code/legacy/m_stir_mogp_v1p7p4.exe,legacy,superseded,True,7629787,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p7p4.stan,code/legacy/m_stir_mogp_v1p7p4.stan,legacy,superseded,True,14472,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p7p5.exe,code/legacy/m_stir_mogp_v1p7p5.exe,legacy,superseded,True,7697654,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p7p5.stan,code/legacy/m_stir_mogp_v1p7p5.stan,legacy,superseded,True,15090,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p9.exe,code/legacy/m_stir_mogp_v1p9.exe,legacy,superseded,True,7741619,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v1p9.stan,code/legacy/m_stir_mogp_v1p9.stan,legacy,superseded,True,15726,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v2p0.exe,code/legacy/m_stir_mogp_v2p0.exe,legacy,superseded,True,7772071,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/m_stir_mogp_v2p0.stan,code/legacy/m_stir_mogp_v2p0.stan,legacy,superseded,True,16454,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,low: data/result path is consumed by scripts or manifests
code/Old Bayes/spearman convergance diag.png,code/legacy/spearman convergance diag.png,legacy,superseded,True,200489,See workflow documentation,Temporal agreement table,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/stir-bayes-conc1p0.Rmd,code/legacy/stir-bayes-conc1p0.Rmd,legacy,superseded,True,4879,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-conc1p1.Rmd,code/legacy/stir-bayes-conc1p1.Rmd,legacy,superseded,True,8527,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p0.Rmd,code/legacy/stir-bayes-load1p0.Rmd,legacy,superseded,True,7367,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p1.Rmd,code/legacy/stir-bayes-load1p1.Rmd,legacy,superseded,True,22719,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p2.Rmd,code/legacy/stir-bayes-load1p2.Rmd,legacy,superseded,True,30475,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p3.Rmd,code/legacy/stir-bayes-load1p3.Rmd,legacy,superseded,True,35935,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p4.Rmd,code/legacy/stir-bayes-load1p4.Rmd,legacy,superseded,True,53639,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p5.Rmd,code/legacy/stir-bayes-load1p5.Rmd,legacy,superseded,True,74064,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p6.Rmd,code/legacy/stir-bayes-load1p6.Rmd,legacy,superseded,True,99673,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p7.Rmd,code/legacy/stir-bayes-load1p7.Rmd,legacy,superseded,True,112345,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p7.txt,code/legacy/stir-bayes-load1p7.txt,legacy,superseded,True,106857,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/Old Bayes/stir-bayes-load1p7_resfix_nc.Rmd,code/legacy/stir-bayes-load1p7_resfix_nc.Rmd,legacy,superseded,True,116011,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p7p1_resfix.Rmd,code/legacy/stir-bayes-load1p7p1_resfix.Rmd,legacy,superseded,True,118499,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p7p2.Rmd,code/legacy/stir-bayes-load1p7p2.Rmd,legacy,superseded,True,118551,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p7p3.Rmd,code/legacy/stir-bayes-load1p7p3.Rmd,legacy,superseded,True,118055,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p7p4.Rmd,code/legacy/stir-bayes-load1p7p4.Rmd,legacy,superseded,True,127447,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p7p5.Rmd,code/legacy/stir-bayes-load1p7p5.Rmd,legacy,superseded,True,138609,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load1p9.Rmd,code/legacy/stir-bayes-load1p9.Rmd,legacy,superseded,True,161747,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-load2p0_nonneg.Rmd,code/legacy/stir-bayes-load2p0_nonneg.Rmd,legacy,superseded,True,162925,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
code/Old Bayes/stir-bayes-vol1p0.Rmd,code/legacy/stir-bayes-vol1p0.Rmd,legacy,superseded,True,3029,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,R; R Markdown; CmdStanR/CmdStan as applicable; see Bayesian workflow,high: update relative input/output references before moving
out/old bayes output/annual_load_draws_bayes_v1p6.csv,results/legacy/annual_load_draws_bayes_v1p6.csv,legacy,superseded,True,19395473,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_draws_bayes_v1p7.csv,results/legacy/annual_load_draws_bayes_v1p7.csv,legacy,superseded,True,19497733,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_draws_bayes_v1p7p1.csv,results/legacy/annual_load_draws_bayes_v1p7p1.csv,legacy,superseded,True,13871977,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_draws_bayes_v1p7p4.csv,results/legacy/annual_load_draws_bayes_v1p7p4.csv,legacy,superseded,True,13665715,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_draws_bayes_v1p7p5.csv,results/legacy/annual_load_draws_bayes_v1p7p5.csv,legacy,superseded,True,13667651,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_draws_bayes_v1p8.csv,results/legacy/annual_load_draws_bayes_v1p8.csv,legacy,superseded,True,13683042,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_summary_bayes_plus_observed_v1p6.csv,results/legacy/annual_load_summary_bayes_plus_observed_v1p6.csv,legacy,superseded,True,173115,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_summary_bayes_plus_observed_v1p7.csv,results/legacy/annual_load_summary_bayes_plus_observed_v1p7.csv,legacy,superseded,True,173474,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_summary_bayes_plus_observed_v1p7p1.csv,results/legacy/annual_load_summary_bayes_plus_observed_v1p7p1.csv,legacy,superseded,True,136854,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_summary_bayes_plus_observed_v1p7p4.csv,results/legacy/annual_load_summary_bayes_plus_observed_v1p7p4.csv,legacy,superseded,True,136818,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_summary_bayes_plus_observed_v1p7p5.csv,results/legacy/annual_load_summary_bayes_plus_observed_v1p7p5.csv,legacy,superseded,True,136020,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_summary_bayes_plus_observed_v1p8.csv,results/legacy/annual_load_summary_bayes_plus_observed_v1p8.csv,legacy,superseded,True,131602,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_summary_bayes_v1p6.csv,results/legacy/annual_load_summary_bayes_v1p6.csv,legacy,superseded,True,132579,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_summary_bayes_v1p7.csv,results/legacy/annual_load_summary_bayes_v1p7.csv,legacy,superseded,True,132938,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_summary_bayes_v1p7p1.csv,results/legacy/annual_load_summary_bayes_v1p7p1.csv,legacy,superseded,True,95856,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_summary_bayes_v1p7p4.csv,results/legacy/annual_load_summary_bayes_v1p7p4.csv,legacy,superseded,True,95820,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_summary_bayes_v1p7p5.csv,results/legacy/annual_load_summary_bayes_v1p7p5.csv,legacy,superseded,True,95253,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_summary_bayes_v1p8.csv,results/legacy/annual_load_summary_bayes_v1p8.csv,legacy,superseded,True,91297,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_load_summary_observed_v1p7p5.csv,results/legacy/annual_load_summary_observed_v1p7p5.csv,legacy,superseded,True,40234,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_volume_kL_wide_modeled_pub_v1p7p5.csv,results/legacy/annual_volume_kL_wide_modeled_pub_v1p7p5.csv,legacy,superseded,True,1042,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_volume_kL_wide_modeled_pub_v1p8.csv,results/legacy/annual_volume_kL_wide_modeled_pub_v1p8.csv,legacy,superseded,True,1042,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_volume_kL_wide_modeled_v1p7p5.csv,results/legacy/annual_volume_kL_wide_modeled_v1p7p5.csv,legacy,superseded,True,2921,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_volume_kL_wide_modeled_v1p8.csv,results/legacy/annual_volume_kL_wide_modeled_v1p8.csv,legacy,superseded,True,2928,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_volume_kL_wide_observed_pub_v1p7p5.csv,results/legacy/annual_volume_kL_wide_observed_pub_v1p7p5.csv,legacy,superseded,True,671,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_volume_kL_wide_observed_pub_v1p8.csv,results/legacy/annual_volume_kL_wide_observed_pub_v1p8.csv,legacy,superseded,True,671,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_volume_kL_wide_observed_v1p7p5.csv,results/legacy/annual_volume_kL_wide_observed_v1p7p5.csv,legacy,superseded,True,1915,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/annual_volume_kL_wide_observed_v1p8.csv,results/legacy/annual_volume_kL_wide_observed_v1p8.csv,legacy,superseded,True,1915,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/study_period_total_loads_kg_pub_v1p7p5.csv,results/legacy/study_period_total_loads_kg_pub_v1p7p5.csv,legacy,superseded,True,756,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/study_period_total_loads_kg_pub_v1p8.csv,results/legacy/study_period_total_loads_kg_pub_v1p8.csv,legacy,superseded,True,759,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/study_period_total_loads_kg_v1p7p5.csv,results/legacy/study_period_total_loads_kg_v1p7p5.csv,legacy,superseded,True,1946,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
out/old bayes output/study_period_total_loads_kg_v1p8.csv,results/legacy/study_period_total_loads_kg_v1p8.csv,legacy,superseded,True,1938,See workflow documentation,Repository/reproducibility support or no direct manuscript use,exclude,Superseded or legacy artifact; preserve only in development history.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/__pycache__/ml_catboost_conformal_loyo.cpython-312.pyc,code/ml/ml_catboost_conformal_loyo.cpython-312.pyc,ML,local-only,False,48723,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Repository/reproducibility support or no direct manuscript use,exclude,Python cache/bytecode is local and reproducible.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/__pycache__/ml_catboost_conformal_loyo_v2_eventlevel.cpython-312.pyc,code/ml/ml_catboost_conformal_loyo_v2_eventlevel.cpython-312.pyc,ML,local-only,False,75787,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Repository/reproducibility support or no direct manuscript use,exclude,Python cache/bytecode is local and reproducible.,See generating script and workflow README,low: data/result path is consumed by scripts or manifests
code/ml_catboost_conformal_loyo.py,code/ml/ml_catboost_conformal_loyo.py,ML,final,True,36836,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
code/ml_catboost_conformal_loyo_v2_eventlevel.py,code/ml/ml_catboost_conformal_loyo_v2_eventlevel.py,ML,final,True,56301,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,ML methods/results support,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
code/ml_postprocess_plots.py,code/ml/ml_postprocess_plots.py,ML,active,True,27626,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
code/ml_postprocess_plots_v2_eventlevel.py,code/ml/ml_postprocess_plots_v2_eventlevel.py,ML,active,True,17443,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
code/ml_regenerate_from_saved_models.py,code/ml/ml_regenerate_from_saved_models.py,ML,active,True,15731,See workflow documentation,Repository/reproducibility support or no direct manuscript use,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",Python; see workflow README and environment metadata,high: update relative input/output references before moving
figs/ml_catboost_conformal_loyo/annual_load_ammonium(nh4)_obs_vs_ml.jpg,figures/ml/catboost_loyo/annual_load_ammonium(nh4)_obs_vs_ml.jpg,ML,final,True,156412,code/ml_catboost_conformal_loyo_v2_eventlevel.py or code/ml_postprocess_plots_v2_eventlevel.py,Candidate figure or diagnostic visual,include,"Active source, input, validated result, diagnostic required for interpretation, or release documentation.",See generating script and workflow README,low: data/result path is consumed by scripts or manifests
